ntw	ntwType	slice	measure	measure_short	orig	maxe	anan	bara	dreh	hala	cimi	musm
"HU02"	"OTH"	"huswap09_032008.xlsx"	"Mean HHI Liabilities"	"hhi_liab_ave"	.60479994	.04224216	.76893203	.03888707	.05667115	.60252643	.21541129	.22639268
"HU02"	"OTH"	"huswap09_032008.xlsx"	"Median HHI Liabilities"	"hhi_liab_med"	.82210873	.04926884	1	.04356202	.06367221	.56148557	.06947964	.13910778
"HU02"	"OTH"	"huswap09_032008.xlsx"	"Core Size (% banks)"	"core"	7.0967742	62.580645	3.8709677	62.580645	62.580645	8.3870968	9.0322581	20.645161
"HU02"	"OTH"	"huswap09_032008.xlsx"	"Error score(% links)"	"error"	9.8615917	5.1133837	56.640625	5.1133837	5.1133837	60.341151	32.120811	37.526
"HU02"	"OTH"	"huswap09_032008.xlsx"	"Hamming"	"hamming"	0	15165	724	15165	15165	1328	758.5	2969
"HU02"	"OTH"	"huswap09_032008.xlsx"	"Jaccard"	"jaccard"	0	.96328527	.92939666	.96328527	.96328527	.93389592	.79162742	.92166261
"HU02"	"OTH"	"huswap09_032008.xlsx"	"Cosine"	"cosine"	0	.4131107	.76424547	.41984876	.48537436	.81118193	.51461388	.56607979
"HU02"	"OTH"	"huswap09_032008.xlsx"	"Jensen"	"jensen"	0	.58172116	.51021279	.59507159	.77888398	.60242523	.14726641	.19025651
"HU02"	"OTH"	"huswap09_032008.xlsx"	"True Positives"	"truepos"	100	100	9.5155709	100	100	16.262976	34.602076	43.425606
"HU02"	"OTH"	"huswap09_032008.xlsx"	"True Negatives"	"trueneg"	100	34.891808	99.137043	34.891808	34.891808	96.376438	98.377125	88.672076
"HU02"	"OTH"	"huswap09_032008.xlsx"	"False Positives"	"falsepos"	0	65.108192	.86295724	65.108192	65.108192	3.6235617	1.6228748	11.327924
"HU02"	"OTH"	"huswap09_032008.xlsx"	"False Negatives"	"falseneg"	0	0	90.484429	0	0	83.737024	65.397924	56.574394
"HU02"	"OTH"	"huswap09_032008.xlsx"	"Accuracy"	"accuracy"	100	36.46837	96.966904	36.46837	36.46837	94.436531	96.822371	87.561793
"HU02"	"OTH"	"huswap09_032008.xlsx"	"DebtRank_top1"	"DebtRank_top1"	1	0	0	0	0	0	.2	0
"HU02"	"OTH"	"huswap09_032008.xlsx"	"DebtRank_top3"	"DebtRank_top3"	1	0	1	0	0	0	.28	0
"HU02"	"OTH"	"huswap09_032008.xlsx"	"DebtRank_corr"	"DebtRank_corr"	1	.78785935	.93243009	.7818389	.78513111	.82796733	.82248994	.74395892
"HU02"	"OTH"	"huswap09_032008.xlsx"	"LiqSF_top1"	"LiqSF_top1"	1	0	0	0	0	0	0	0
"HU02"	"OTH"	"huswap09_032008.xlsx"	"LiqSF_top3"	"LiqSF_top3"	1	0	0	0	0	0	.04	0
"HU02"	"OTH"	"huswap09_032008.xlsx"	"LiqSF_corr"	"LiqSF_corr"	1		-.02634216			.05454115		
"HU02"	"OTH"	"huswap08_022008.xlsx"	"# of links"	"links"	574	14881	251	14881	14881	1030	574	2948.5
"HU02"	"OTH"	"huswap08_022008.xlsx"	"Density"	"density"	2.5682327	66.581655	1.1230425	66.581655	66.581655	4.6085011	2.5682327	13.192394
"HU02"	"OTH"	"huswap08_022008.xlsx"	"Avg Degree"	"deg_ave"	3.8266667	99.206667	1.6733333	99.206667	99.206667	6.8666667	3.8266667	19.656667
"HU02"	"OTH"	"huswap08_022008.xlsx"	"Med Degree"	"deg_med"	1	127	1	127	127	8	0	16
"HU02"	"OTH"	"huswap08_022008.xlsx"	"Assortativity"	"assort"	-.62720612	-.17430571	-.34177154	-.17430571	-.17430571	-.2406762	-.31763374	-.37932079
"HU02"	"OTH"	"huswap08_022008.xlsx"	"Clustering"	"clust"	3.4517844	23.641258	.12455776	23.641258	23.641258	7.0201162	3.6858551	9.1283265
"HU02"	"OTH"	"huswap08_022008.xlsx"	"Lender Dep"	"dep_lend"	76.935937	9.8932462	91.505099	8.9795804	12.447923	59.150964	43.064387	26.018173
"HU02"	"OTH"	"huswap08_022008.xlsx"	"Borrower Dep"	"dep_borr"	72.557916	11.590677	92.788725	11.066226	16.337053	79.971743	41.401783	34.126935
"HU02"	"OTH"	"huswap08_022008.xlsx"	"Mean HHI Assets"	"hhi_ass_ave"	.57125134	.02707541	.6957478	.02418275	.0364026	.35956669	.19380112	.17451902
"HU02"	"OTH"	"huswap08_022008.xlsx"	"Median HHI Assets"	"hhi_ass_med"	.59619671	.03447656	1	.02830419	.04232452	.33688592	0	.09006182
"HU02"	"OTH"	"huswap08_022008.xlsx"	"Mean HHI Liabilities"	"hhi_liab_ave"	.58725754	.04933882	.76791988	.0464444	.06543892	.62174777	.21836307	.23822905
"HU02"	"OTH"	"huswap08_022008.xlsx"	"Median HHI Liabilities"	"hhi_liab_med"	.57779845	.05739532	1	.05183488	.07363164	.67250472	.08667636	.15090124
"HU02"	"OTH"	"huswap08_022008.xlsx"	"Core Size (% banks)"	"core"	8	63.333333	4.6666667	63.333333	63.333333	9.3333333	8.6666667	22
"HU02"	"OTH"	"huswap08_022008.xlsx"	"Error score(% links)"	"error"	9.4076655	4.8787044	55.378486	4.8787044	4.8787044	57.864078	32.06561	37.759938
"HU02"	"OTH"	"huswap08_022008.xlsx"	"Hamming"	"hamming"	0	14307	711	14307	14307	1406	727	3031.5
"HU02"	"OTH"	"huswap08_022008.xlsx"	"Jaccard"	"jaccard"	0	.96142732	.92578125	.96142732	.96142732	.93421927	.77645788	.92502678
"HU02"	"OTH"	"huswap08_022008.xlsx"	"Cosine"	"cosine"	0	.42620821	.77609555	.43292423	.49434222	.82714917	.5209271	.58290912
"HU02"	"OTH"	"huswap08_022008.xlsx"	"Jensen"	"jensen"	0	.57380782	.68973011	.58593723	.76641738	.84131228	.15446929	.18743338
"HU02"	"OTH"	"huswap08_022008.xlsx"	"True Positives"	"truepos"	100	100	9.9303136	100	100	17.247387	36.41115	42.682927
"HU02"	"OTH"	"huswap08_022008.xlsx"	"True Negatives"	"trueneg"	100	34.299229	99.109111	34.299229	34.299229	95.724651	98.328435	87.578068
"HU02"	"OTH"	"huswap08_022008.xlsx"	"False Positives"	"falsepos"	0	65.700771	.89088905	65.700771	65.700771	4.275349	1.671565	12.421932
"HU02"	"OTH"	"huswap08_022008.xlsx"	"False Negatives"	"falseneg"	0	0	90.069686	0	0	82.752613	63.58885	57.317073
"HU02"	"OTH"	"huswap08_022008.xlsx"	"Accuracy"	"accuracy"	100	35.986577	96.818792	35.986577	35.986577	93.709172	96.747204	86.436242
"HU02"	"OTH"	"huswap08_022008.xlsx"	"DebtRank_top1"	"DebtRank_top1"	1	0	0	0	0	0	0	0
"HU02"	"OTH"	"huswap08_022008.xlsx"	"DebtRank_top3"	"DebtRank_top3"	1	0	0	0	0	0	.14	0
"HU02"	"OTH"	"huswap08_022008.xlsx"	"DebtRank_corr"	"DebtRank_corr"	1	.78235533	.89870894	.77915265	.78256751	.86962701	.84965517	.78777561
"HU02"	"OTH"	"huswap08_022008.xlsx"	"LiqSF_top1"	"LiqSF_top1"	1	0	0	0	.04	0	0	0
"HU02"	"OTH"	"huswap08_022008.xlsx"	"LiqSF_top3"	"LiqSF_top3"	1	0	0	0	.08	0	.02	0
"HU02"	"OTH"	"huswap08_022008.xlsx"	"LiqSF_corr"	"LiqSF_corr"	1		-.00861433	.103068		-.00861433		
"HU02"	"OTH"	"huswap07_012008.xlsx"	"# of links"	"links"	572	15005	252	15005	15005	1014	568.5	2970
"HU02"	"OTH"	"huswap07_012008.xlsx"	"Density"	"density"	2.3058937	60.489398	1.0158833	60.489398	60.489398	4.0877207	2.2917842	11.97291
"HU02"	"OTH"	"huswap07_012008.xlsx"	"Avg Degree"	"deg_ave"	3.6202532	94.968354	1.5949367	94.968354	94.968354	6.4177215	3.5981013	18.797468
"HU02"	"OTH"	"huswap07_012008.xlsx"	"Med Degree"	"deg_med"	1	128	1	128	128	8	0	15
"HU02"	"OTH"	"huswap07_012008.xlsx"	"Assortativity"	"assort"	-.63502681	-.19076185	-.3016435	-.19076185	-.19076185	-.29045734	-.30542041	-.37160874
"HU02"	"OTH"	"huswap07_012008.xlsx"	"Clustering"	"clust"	2.8883115	22.899779	.12625237	22.899779	22.899779	8.2196655	3.5541569	8.5984717
"HU02"	"OTH"	"huswap07_012008.xlsx"	"Lender Dep"	"dep_lend"	77.104611	8.7279262	91.690614	7.8781642	11.03538	57.504294	45.36459	26.811498
"HU02"	"OTH"	"huswap07_012008.xlsx"	"Borrower Dep"	"dep_borr"	71.466327	10.945646	91.101886	10.521703	16.474246	79.720869	40.061531	36.263716
"HU02"	"OTH"	"huswap07_012008.xlsx"	"Mean HHI Assets"	"hhi_ass_ave"	.54841464	.02330822	.6652489	.0216405	.03124922	.33048962	.19445303	.18409594
"HU02"	"OTH"	"huswap07_012008.xlsx"	"Median HHI Assets"	"hhi_ass_med"	.54631901	.03126054	1	.02740872	.03820864	.32302397	0	.0802945
"HU02"	"OTH"	"huswap07_012008.xlsx"	"Mean HHI Liabilities"	"hhi_liab_ave"	.5530172	.04826885	.72142174	.04628296	.06434494	.58792714	.20012544	.25308741
"HU02"	"OTH"	"huswap07_012008.xlsx"	"Median HHI Liabilities"	"hhi_liab_med"	.51753236	.05868944	1	.0541362	.07506979	.62914837	.07666203	.15069168
"HU02"	"OTH"	"huswap07_012008.xlsx"	"Core Size (% banks)"	"core"	7.5949367	55.696203	3.7974684	55.696203	55.696203	9.4936709	8.2278481	20.886076
"HU02"	"OTH"	"huswap07_012008.xlsx"	"Error score(% links)"	"error"	11.188811	7.9240253	61.904762	7.9240253	7.9240253	54.832347	33.415502	37.954261
"HU02"	"OTH"	"huswap07_012008.xlsx"	"Hamming"	"hamming"	0	14433	716	14433	14433	1414	726	3047
"HU02"	"OTH"	"huswap07_012008.xlsx"	"Jaccard"	"jaccard"	0	.96187937	.92987013	.96187937	.96187937	.94266667	.77842182	.92535105
"HU02"	"OTH"	"huswap07_012008.xlsx"	"Cosine"	"cosine"	0	.40695813	.82061762	.41248604	.47905032	.85923451	.50678199	.56759543
"HU02"	"OTH"	"huswap07_012008.xlsx"	"Jensen"	"jensen"	0	.54367149	.64077569	.55465857	.73797992	.71260742	.13279909	.17750624
"HU02"	"OTH"	"huswap07_012008.xlsx"	"True Positives"	"truepos"	100	100	9.4405594	100	100	15.034965	36.363636	43.006993
"HU02"	"OTH"	"huswap07_012008.xlsx"	"True Negatives"	"trueneg"	100	40.443179	99.182966	40.443179	40.443179	96.170669	98.504168	88.767847
"HU02"	"OTH"	"huswap07_012008.xlsx"	"False Positives"	"falsepos"	0	59.556821	.81703392	59.556821	59.556821	3.8293307	1.4958323	11.232153
"HU02"	"OTH"	"huswap07_012008.xlsx"	"False Negatives"	"falseneg"	0	0	90.559441	0	0	84.965035	63.636364	56.993007
"HU02"	"OTH"	"huswap07_012008.xlsx"	"Accuracy"	"accuracy"	100	41.816496	97.113602	41.816496	41.816496	94.299766	97.073289	87.716681
"HU02"	"OTH"	"huswap07_012008.xlsx"	"DebtRank_top1"	"DebtRank_top1"	1	0	0	0	0	0	.1	0
"HU02"	"OTH"	"huswap07_012008.xlsx"	"DebtRank_top3"	"DebtRank_top3"	1	0	1	0	0	0	.34	.02
"HU02"	"OTH"	"huswap07_012008.xlsx"	"DebtRank_corr"	"DebtRank_corr"	1	.79215691	.85515822	.79129787	.79156032	.80713909	.85858053	.76730706
"HU02"	"OTH"	"huswap07_012008.xlsx"	"LiqSF_top1"	"LiqSF_top1"	1	0	0	0	.02	1	.06	0
"HU02"	"OTH"	"huswap07_012008.xlsx"	"LiqSF_top3"	"LiqSF_top3"	1	0	0	0	.06	1	.16	0
"HU02"	"OTH"	"huswap07_012008.xlsx"	"LiqSF_corr"	"LiqSF_corr"	1		-.0106719	-.01012466		.72260009		
"HU02"	"OTH"	"huswap06_122007.xlsx"	"# of links"	"links"	494	12399	229	12399	12399	793	493.5	2610.5
"HU02"	"OTH"	"huswap06_122007.xlsx"	"Density"	"density"	2.4327785	61.06077	1.1277455	61.06077	61.06077	3.9052497	2.4303162	12.855806
"HU02"	"OTH"	"huswap06_122007.xlsx"	"Avg Degree"	"deg_ave"	3.4545455	86.706294	1.6013986	86.706294	86.706294	5.5454545	3.451049	18.255245
"HU02"	"OTH"	"huswap06_122007.xlsx"	"Med Degree"	"deg_med"	1	119	1	119	119	6	0	15
"HU02"	"OTH"	"huswap06_122007.xlsx"	"Assortativity"	"assort"	-.60886369	-.2183111	-.28168337	-.2183111	-.2183111	-.27651292	-.25965428	-.36767977
"HU02"	"OTH"	"huswap06_122007.xlsx"	"Clustering"	"clust"	4.6933451	21.755369	.04274821	21.755369	21.755369	6.9028962	3.7489471	9.0070405
"HU02"	"OTH"	"huswap06_122007.xlsx"	"Lender Dep"	"dep_lend"	73.76697	11.00789	89.593889	10.215085	13.392791	56.254987	40.051927	28.683131
"HU02"	"OTH"	"huswap06_122007.xlsx"	"Borrower Dep"	"dep_borr"	73.244222	12.715578	91.481535	12.06039	17.617172	81.509468	41.145911	37.238781
"HU02"	"OTH"	"huswap06_122007.xlsx"	"Mean HHI Assets"	"hhi_ass_ave"	.50788784	.02771413	.63233989	.02526584	.03701055	.31484183	.16850957	.1920302
"HU02"	"OTH"	"huswap06_122007.xlsx"	"Median HHI Assets"	"hhi_ass_med"	.4173521	.03779519	1	.03166822	.04515239	.32300341	0	.08972513
"HU02"	"OTH"	"huswap06_122007.xlsx"	"Mean HHI Liabilities"	"hhi_liab_ave"	.58014406	.04858362	.74876431	.04525756	.0646412	.63294434	.19911981	.24845778
"HU02"	"OTH"	"huswap06_122007.xlsx"	"Median HHI Liabilities"	"hhi_liab_med"	.56069366	.05745263	1	.05085502	.07250247	.75822246	.072135	.14516468
"HU02"	"OTH"	"huswap06_122007.xlsx"	"Core Size (% banks)"	"core"	7.6923077	56.643357	4.8951049	56.643357	56.643357	9.0909091	8.3916084	22.377622
"HU02"	"OTH"	"huswap06_122007.xlsx"	"Error score(% links)"	"error"	14.777328	7.2344544	58.951965	7.2344544	7.2344544	53.467844	34.874386	38.335868
"HU02"	"OTH"	"huswap06_122007.xlsx"	"Hamming"	"hamming"	0	11905	635	11905	11905	1139	670.5	2691
"HU02"	"OTH"	"huswap06_122007.xlsx"	"Jaccard"	"jaccard"	0	.96015808	.93519882	.96015808	.96015808	.93899423	.80799523	.92798627
"HU02"	"OTH"	"huswap06_122007.xlsx"	"Cosine"	"cosine"	0	.46667954	.76917403	.47359791	.53473454	.86258613	.55989301	.60160463
"HU02"	"OTH"	"huswap06_122007.xlsx"	"Jensen"	"jensen"	0	.60160911	.66083175	.61205356	.792011	.5179412	.13134798	.1934989
"HU02"	"OTH"	"huswap06_122007.xlsx"	"True Positives"	"truepos"	100	100	8.9068826	100	100	14.979757	32.388664	42.408907
"HU02"	"OTH"	"huswap06_122007.xlsx"	"True Negatives"	"trueneg"	100	39.910155	99.066222	39.910155	39.910155	96.370886	98.316677	87.858369
"HU02"	"OTH"	"huswap06_122007.xlsx"	"False Positives"	"falsepos"	0	60.089845	.93377751	60.089845	60.089845	3.6291137	1.6833232	12.141631
"HU02"	"OTH"	"huswap06_122007.xlsx"	"False Negatives"	"falseneg"	0	0	91.093117	0	0	85.020243	67.611336	57.591093
"HU02"	"OTH"	"huswap06_122007.xlsx"	"Accuracy"	"accuracy"	100	41.372008	96.872845	41.372008	41.372008	94.39082	96.69802	86.747759
"HU02"	"OTH"	"huswap06_122007.xlsx"	"DebtRank_top1"	"DebtRank_top1"	1	0	0	0	0	0	.3	0
"HU02"	"OTH"	"huswap06_122007.xlsx"	"DebtRank_top3"	"DebtRank_top3"	1	0	0	0	0	1	.5	.04
"HU02"	"OTH"	"huswap06_122007.xlsx"	"DebtRank_corr"	"DebtRank_corr"	1	.76102813	.89878618	.75577238	.75872397	.86391143	.82602992	.75483317
"HU02"	"OTH"	"huswap06_122007.xlsx"	"LiqSF_top1"	"LiqSF_top1"	1	0	0	0	0	0	0	0
"HU02"	"OTH"	"huswap06_122007.xlsx"	"LiqSF_top3"	"LiqSF_top3"	1	0	0	0	0	0	.02	0
"HU02"	"OTH"	"huswap06_122007.xlsx"	"LiqSF_corr"	"LiqSF_corr"	1		-.01381472	-.01098392		-.00646131		
"HU02"	"OTH"	"huswap05_112007.xlsx"	"# of links"	"links"	523	13351	236	13351	13351	748	523.5	2834
"HU02"	"OTH"	"huswap05_112007.xlsx"	"Density"	"density"	2.2786685	58.169223	1.0282328	58.169223	58.169223	3.2589753	2.280847	12.347508
"HU02"	"OTH"	"huswap05_112007.xlsx"	"Avg Degree"	"deg_ave"	3.4407895	87.835526	1.5526316	87.835526	87.835526	4.9210526	3.4440789	18.644737
"HU02"	"OTH"	"huswap05_112007.xlsx"	"Med Degree"	"deg_med"	1	120	1	120	120	5	0	14.5
"HU02"	"OTH"	"huswap05_112007.xlsx"	"Assortativity"	"assort"	-.58655028	-.18856491	-.28900194	-.18856491	-.18856491	-.2271808	-.28122985	-.3855983
"HU02"	"OTH"	"huswap05_112007.xlsx"	"Clustering"	"clust"	3.6429954	22.878266	.16550861	22.878266	22.878266	5.6238822	4.3323583	9.2060775
"HU02"	"OTH"	"huswap05_112007.xlsx"	"Lender Dep"	"dep_lend"	74.664056	10.51756	90.349174	9.7992398	13.727598	62.723525	43.756208	30.277343
"HU02"	"OTH"	"huswap05_112007.xlsx"	"Borrower Dep"	"dep_borr"	72.383582	10.654987	91.189515	10.186456	15.465363	79.054152	41.266064	35.393563
"HU02"	"OTH"	"huswap05_112007.xlsx"	"Mean HHI Assets"	"hhi_ass_ave"	.51744641	.02986152	.64035928	.0272146	.03965272	.37169828	.19361296	.207679
"HU02"	"OTH"	"huswap05_112007.xlsx"	"Median HHI Assets"	"hhi_ass_med"	.48274359	.04058134	1	.03373577	.04853507	.34818062	0	.10364582
"HU02"	"OTH"	"huswap05_112007.xlsx"	"Mean HHI Liabilities"	"hhi_liab_ave"	.54752727	.04044319	.70374984	.03828065	.05386059	.57611246	.19215998	.24559872
"HU02"	"OTH"	"huswap05_112007.xlsx"	"Median HHI Liabilities"	"hhi_liab_med"	.52291056	.05041837	1	.04526461	.06356954	.58668893	.05599355	.14094478
"HU02"	"OTH"	"huswap05_112007.xlsx"	"Core Size (% banks)"	"core"	7.2368421	52.631579	4.6052632	52.631579	52.631579	7.8947368	8.5526316	21.710526
"HU02"	"OTH"	"huswap05_112007.xlsx"	"Error score(% links)"	"error"	14.531549	9.5198862	65.677966	9.5198862	9.5198862	58.02139	35.528726	37.41655
"HU02"	"OTH"	"huswap05_112007.xlsx"	"Hamming"	"hamming"	0	12828	671	12828	12828	1071	701	2900
"HU02"	"OTH"	"huswap05_112007.xlsx"	"Jaccard"	"jaccard"	0	.9608269	.93846154	.9608269	.9608269	.9146029	.80227302	.92800783
"HU02"	"OTH"	"huswap05_112007.xlsx"	"Cosine"	"cosine"	0	.45304213	.83808093	.45629174	.51933418	.78958633	.55019605	.60140788
"HU02"	"OTH"	"huswap05_112007.xlsx"	"Jensen"	"jensen"	0	.60428704	.5806282	.61144067	.78928712	.64554827	.14456151	.19285016
"HU02"	"OTH"	"huswap05_112007.xlsx"	"True Positives"	"truepos"	100	100	8.4130019	100	100	19.120459	33.173996	43.212237
"HU02"	"OTH"	"huswap05_112007.xlsx"	"True Negatives"	"trueneg"	100	42.806188	99.143965	42.806188	42.806188	97.110883	98.432832	88.398948
"HU02"	"OTH"	"huswap05_112007.xlsx"	"False Positives"	"falsepos"	0	57.193812	.8560346	57.193812	57.193812	2.8891168	1.5671675	11.601052
"HU02"	"OTH"	"huswap05_112007.xlsx"	"False Negatives"	"falseneg"	0	0	91.586998	0	0	80.879541	66.826004	56.787763
"HU02"	"OTH"	"huswap05_112007.xlsx"	"Accuracy"	"accuracy"	100	44.109446	97.076507	44.109446	44.109446	95.33374	96.9458	87.364936
"HU02"	"OTH"	"huswap05_112007.xlsx"	"DebtRank_top1"	"DebtRank_top1"	1	0	0	0	0	0	.08	0
"HU02"	"OTH"	"huswap05_112007.xlsx"	"DebtRank_top3"	"DebtRank_top3"	1	0	0	0	0	0	.1	0
"HU02"	"OTH"	"huswap05_112007.xlsx"	"DebtRank_corr"	"DebtRank_corr"	1	.78030403	.8830028	.77555001	.77804748	.84095414	.82963299	.74427028
"HU02"	"OTH"	"huswap05_112007.xlsx"	"LiqSF_top1"	"LiqSF_top1"	1	1	0	0	.2	0	.02	.74
"HU02"	"OTH"	"huswap05_112007.xlsx"	"LiqSF_top3"	"LiqSF_top3"	1	1	0	1	.52	0	.02	1
"HU02"	"OTH"	"huswap05_112007.xlsx"	"LiqSF_corr"	"LiqSF_corr"								
"HU02"	"OTH"	"huswap04_102007.xlsx"	"# of links"	"links"	498	12997	235	12997	12997	679	492	2574
"HU02"	"OTH"	"huswap04_102007.xlsx"	"Density"	"density"	2.3523855	61.393481	1.1100614	61.393481	61.393481	3.2073689	2.3240435	12.158715
"HU02"	"OTH"	"huswap04_102007.xlsx"	"Avg Degree"	"deg_ave"	3.4109589	89.020548	1.609589	89.020548	89.020548	4.6506849	3.369863	17.630137
"HU02"	"OTH"	"huswap04_102007.xlsx"	"Med Degree"	"deg_med"	1	119	1	119	119	5	0	14
"HU02"	"OTH"	"huswap04_102007.xlsx"	"Assortativity"	"assort"	-.60025613	-.18871328	-.26699113	-.18871328	-.18871328	-.32083885	-.2873633	-.38517175
"HU02"	"OTH"	"huswap04_102007.xlsx"	"Clustering"	"clust"	3.7577037	23.039623	.06613063	23.039623	23.039623	6.5528541	4.2380473	8.9605484
"HU02"	"OTH"	"huswap04_102007.xlsx"	"Lender Dep"	"dep_lend"	76.110444	13.460175	90.590147	12.561293	16.352466	57.89409	44.710755	31.654875
"HU02"	"OTH"	"huswap04_102007.xlsx"	"Borrower Dep"	"dep_borr"	74.256819	11.349265	92.002579	10.763031	16.263372	83.757509	42.272701	35.946944
"HU02"	"OTH"	"huswap04_102007.xlsx"	"Mean HHI Assets"	"hhi_ass_ave"	.53659268	.03545616	.65695923	.03219798	.04671673	.34324653	.19238841	.20443498
"HU02"	"OTH"	"huswap04_102007.xlsx"	"Median HHI Assets"	"hhi_ass_med"	.5315999	.04712189	1	.03936847	.05399438	.34448111	0	.10418695
"HU02"	"OTH"	"huswap04_102007.xlsx"	"Mean HHI Liabilities"	"hhi_liab_ave"	.58113902	.04615645	.73580475	.04330695	.06130575	.64290595	.20819311	.24680616
"HU02"	"OTH"	"huswap04_102007.xlsx"	"Median HHI Liabilities"	"hhi_liab_med"	.64327764	.05572902	1	.05044867	.07059441	.76929242	.06984664	.1453965
"HU02"	"OTH"	"huswap04_102007.xlsx"	"Core Size (% banks)"	"core"	6.8493151	56.849315	4.109589	56.849315	56.849315	8.2191781	8.2191781	21.232877
"HU02"	"OTH"	"huswap04_102007.xlsx"	"Error score(% links)"	"error"	14.056225	7.4017081	56.595745	7.4017081	7.4017081	56.553756	35.336062	36.567732
"HU02"	"OTH"	"huswap04_102007.xlsx"	"Hamming"	"hamming"	0	12499	649	12499	12499	1005	651.5	2643
"HU02"	"OTH"	"huswap04_102007.xlsx"	"Jaccard"	"jaccard"	0	.96168347	.93921852	.96168347	.96168347	.92117324	.79227448	.92507863
"HU02"	"OTH"	"huswap04_102007.xlsx"	"Cosine"	"cosine"	0	.43270185	.787947	.43969077	.50247868	.81937326	.51905686	.5794918
"HU02"	"OTH"	"huswap04_102007.xlsx"	"Jensen"	"jensen"	0	.5628175	.85865534	.57266913	.75876324	.6151213	.14650547	.18013061
"HU02"	"OTH"	"huswap04_102007.xlsx"	"True Positives"	"truepos"	100	100	8.4337349	100	100	17.269076	34.136546	42.971888
"HU02"	"OTH"	"huswap04_102007.xlsx"	"True Negatives"	"trueneg"	100	39.536571	99.06637	39.536571	39.536571	97.131385	98.432663	88.593266
"HU02"	"OTH"	"huswap04_102007.xlsx"	"False Positives"	"falsepos"	0	60.463429	.93363003	60.463429	60.463429	2.8686145	1.5673375	11.406734
"HU02"	"OTH"	"huswap04_102007.xlsx"	"False Negatives"	"falseneg"	0	0	91.566265	0	0	82.730924	65.863454	57.028112
"HU02"	"OTH"	"huswap04_102007.xlsx"	"Accuracy"	"accuracy"	100	40.958904	96.934341	40.958904	40.958904	95.252716	96.922532	87.515352
"HU02"	"OTH"	"huswap04_102007.xlsx"	"DebtRank_top1"	"DebtRank_top1"	1	0	0	0	0	0	0	0
"HU02"	"OTH"	"huswap04_102007.xlsx"	"DebtRank_top3"	"DebtRank_top3"	1	0	0	0	0	0	0	0
"HU02"	"OTH"	"huswap04_102007.xlsx"	"DebtRank_corr"	"DebtRank_corr"	1	.76690278	.8649275	.76207729	.76317262	.86570441	.8352258	.7309633
"HU02"	"OTH"	"huswap04_102007.xlsx"	"LiqSF_top1"	"LiqSF_top1"	1	0	0	0	.02	0	.04	0
"HU02"	"OTH"	"huswap04_102007.xlsx"	"LiqSF_top3"	"LiqSF_top3"	1	0	0	0	.04	0	.1	0
"HU02"	"OTH"	"huswap04_102007.xlsx"	"LiqSF_corr"	"LiqSF_corr"	1					-.00870231	.06106717	
"HU02"	"OTH"	"huswap03_092007.xlsx"	"# of links"	"links"	466	13140	236	13140	13140	885	467	2803.5
"HU02"	"OTH"	"huswap03_092007.xlsx"	"Density"	"density"	2.2318008	62.931034	1.1302682	62.931034	62.931034	4.2385057	2.23659	13.426724
"HU02"	"OTH"	"huswap03_092007.xlsx"	"Avg Degree"	"deg_ave"	3.2137931	90.62069	1.6275862	90.62069	90.62069	6.1034483	3.2206897	19.334483
"HU02"	"OTH"	"huswap03_092007.xlsx"	"Med Degree"	"deg_med"	1	114	1	114	114	7	0	16
"HU02"	"OTH"	"huswap03_092007.xlsx"	"Assortativity"	"assort"	-.59827646	-.1557971	-.2750704	-.1557971	-.1557971	-.26758765	-.26868213	-.37263338
"HU02"	"OTH"	"huswap03_092007.xlsx"	"Clustering"	"clust"	3.1343221	26.043331	.15618315	26.043331	26.043331	7.4765207	4.7325004	9.1483761
"HU02"	"OTH"	"huswap03_092007.xlsx"	"Lender Dep"	"dep_lend"	79.041419	12.039287	92.182143	11.178783	15.552167	60.137781	45.346511	29.658741
"HU02"	"OTH"	"huswap03_092007.xlsx"	"Borrower Dep"	"dep_borr"	73.914729	9.7754217	91.803697	9.2737445	15.434125	75.409881	42.054269	33.304319
"HU02"	"OTH"	"huswap03_092007.xlsx"	"Mean HHI Assets"	"hhi_ass_ave"	.60397273	.03645994	.71070009	.03292158	.04795207	.37904128	.1956829	.19547834
"HU02"	"OTH"	"huswap03_092007.xlsx"	"Median HHI Assets"	"hhi_ass_med"	1	.04564812	1	.0382311	.05528683	.36047588	0	.10511367
"HU02"	"OTH"	"huswap03_092007.xlsx"	"Mean HHI Liabilities"	"hhi_liab_ave"	.5611911	.04101484	.70640534	.03831994	.05439217	.53501064	.19549229	.22912844
"HU02"	"OTH"	"huswap03_092007.xlsx"	"Median HHI Liabilities"	"hhi_liab_med"	.54203284	.05131132	1	.04525393	.06515322	.52338533	0	.13592782
"HU02"	"OTH"	"huswap03_092007.xlsx"	"Core Size (% banks)"	"core"	7.5862069	58.62069	4.8275862	58.62069	58.62069	8.9655172	8.2758621	22.068966
"HU02"	"OTH"	"huswap03_092007.xlsx"	"Error score(% links)"	"error"	16.094421	6.8493151	57.20339	6.8493151	6.8493151	55.706215	36.059953	37.735869
"HU02"	"OTH"	"huswap03_092007.xlsx"	"Hamming"	"hamming"	0	12674	604	12674	12674	1177	630	2870.5
"HU02"	"OTH"	"huswap03_092007.xlsx"	"Jaccard"	"jaccard"	0	.96453577	.92496172	.96453577	.96453577	.93117089	.80450767	.93457774
